Width,Length,Bedrooms,Bathrooms,District,Province,Price
5.0,15.0,3,3,quan 7,tp ho chi minh,1430000000
5.0,15.0,4,5,quan 12,tp ho chi minh,4500000000
5.0,15.0,3,3,quan 7,tp ho chi minh,15000000000
5.0,15.0,3,3,hai chau,da nang,6500000000
5.0,15.0,4,5,binh thanh,tp ho chi minh,9200000000
4.14,18.0,3,3,quan 8,tp ho chi minh,7300000000
5.0,15.0,5,4,binh tan,tp ho chi minh,6150000000
5.8,13.0,2,3,vung tau,ba ria-vung tau,3000000000
5.0,15.0,4,4,tan binh,tp ho chi minh,12500000000
5.0,15.0,2,2,thu dau mot,binh duong,1830000000
5.0,15.0,3,2,tan binh,tp ho chi minh,5000000000
5.0,15.0,3,3,vung tau,ba ria-vung tau,5200000000
5.0,15.0,3,2,binh tan,tp ho chi minh,5500000000
5.0,15.0,4,5,quan 3,tp ho chi minh,7000000000
4.71,16.0,3,3,thanh khe,da nang,2950000000
4.4,17.0,2,2,thu dau mot,binh duong,1830000000
5.0,15.0,3,3,quan 7,tp ho chi minh,2500000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1020000000
7.5,10.0,4,3,ha dong,ha noi,3750000000
5.0,15.0,2,1,hoc mon,tp ho chi minh,1200000000
6.0,12.5,6,7,quan 3,tp ho chi minh,13500000000
5.0,15.0,4,4,dong da,ha noi,42000000000
5.0,15.0,5,5,my tho,tien giang,8500000000
5.0,15.0,5,5,tan binh,tp ho chi minh,11500000000
5.0,15.0,3,3,quan 7,tp ho chi minh,9600000000
5.0,15.0,3,2,ninh kieu,can tho,3800000000
5.0,15.0,2,2,hoc mon,tp ho chi minh,1270000000
7.5,10.0,4,3,ba dinh,ha noi,5750000000
4.35,17.15,2,2,thu dau mot,binh duong,1830000000
7.5,10.0,9,8,dong da,ha noi,8600000000
5.0,15.0,4,4,ben luc,long an,2700000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1130000000
5.0,15.0,3,3,quan 7,tp ho chi minh,1500000000
5.0,15.0,2,2,quan 7,tp ho chi minh,3016000000
5.0,15.0,2,1,di an,binh duong,1600000000
5.0,15.0,3,3,thu duc,tp ho chi minh,800000000
5.0,15.0,5,5,tan binh,tp ho chi minh,9600000000
5.0,15.0,2,1,bien hoa,dong nai,1850000000
5.0,15.0,3,2,binh chanh,tp ho chi minh,900000000
5.0,15.0,3,2,quan 7,tp ho chi minh,4200000000
6.0,12.5,3,2,quan 3,tp ho chi minh,11500000000
5.0,15.0,3,2,binh chanh,tp ho chi minh,2050000000
5.0,15.0,5,3,quan 7,tp ho chi minh,14000000000
5.0,15.0,3,3,quan 7,tp ho chi minh,5800000000
7.5,10.0,8,9,dong da,ha noi,8600000000
7.5,10.0,6,3,dong da,ha noi,8600000000
5.0,15.0,2,3,quan 7,tp ho chi minh,11000000000
5.0,15.0,2,3,quan 7,tp ho chi minh,989000000
5.0,15.0,3,3,hoc mon,tp ho chi minh,2200000000
4.0,18.75,3,4,cai rang,can tho,2620000000
5.0,15.0,3,3,quan 4,tp ho chi minh,1900000000
5.0,15.0,5,4,tan binh,tp ho chi minh,22000000000
5.0,15.0,4,3,quan 7,tp ho chi minh,6200000000
5.0,15.0,4,4,dong da,ha noi,11690000000
4.71,16.0,2,3,thanh khe,da nang,2190000000
5.0,15.0,3,2,quan 7,tp ho chi minh,2417000000
5.0,15.0,12,3,quan 7,tp ho chi minh,8500000000
5.0,15.0,4,3,quan 7,tp ho chi minh,6000000000
5.0,15.0,3,2,tan binh,tp ho chi minh,4500000000
5.0,15.0,2,1,quan 12,tp ho chi minh,880000000
5.0,15.0,5,5,quan 7,tp ho chi minh,15800000000
5.0,15.0,4,5,quan 7,tp ho chi minh,5000000000
5.0,15.0,3,2,quan 7,tp ho chi minh,2995000000
5.0,15.0,2,1,can giuoc,long an,800000000
6.0,12.5,4,4,quan 3,tp ho chi minh,11500000000
5.0,15.0,3,3,chon thanh,binh phuoc,720000000
5.0,15.0,3,2,quan 7,tp ho chi minh,1200000000
5.0,15.0,4,4,hoc mon,tp ho chi minh,2200000000
5.0,15.0,3,3,quan 7,tp ho chi minh,5250000000
4.7,16.0,4,3,hoc mon,tp ho chi minh,1500000000
5.0,15.0,5,6,quan 12,tp ho chi minh,6100000000
5.0,15.0,4,5,tan binh,tp ho chi minh,22500000000
5.0,15.0,2,1,hoc mon,tp ho chi minh,870000000
5.0,15.0,2,3,quan 7,tp ho chi minh,1200000000
4.71,16.0,2,2,thanh khe,da nang,2650000000
4.5,16.6,2,2,ba dinh,ha noi,24000000000
5.0,15.0,4,5,quan 7,tp ho chi minh,7200000000
5.0,15.0,3,3,hoc mon,tp ho chi minh,2000000000
5.0,15.0,3,3,tan binh,tp ho chi minh,11900000000
5.0,15.0,5,4,bac ninh,bac ninh,3240000000
6.0,12.5,3,3,quan 3,tp ho chi minh,8200000000
5.0,15.0,6,6,tan binh,tp ho chi minh,9700000000
5.0,15.0,3,3,phu nhuan,tp ho chi minh,1140000000
5.0,15.0,4,4,tien du,bac ninh,2300000000
5.0,15.0,3,3,tan binh,tp ho chi minh,9800000000
5.0,15.0,3,3,quan 7,tp ho chi minh,980000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1829000000
5.0,15.0,5,5,bac ninh,bac ninh,4100000000
7.5,10.0,4,3,thanh xuan,ha noi,12500000000
6.0,12.5,3,4,hoang mai,ha noi,7500000000
5.0,15.0,4,4,bau bang,binh duong,1600000000
5.0,15.0,4,5,thu duc,tp ho chi minh,3430000000
6.0,12.5,3,3,quan 3,tp ho chi minh,7000000000
5.0,15.0,2,3,thu duc,tp ho chi minh,990000000
5.0,15.0,2,3,hoc mon,tp ho chi minh,2100000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1170000000
5.0,15.0,3,2,quan 7,tp ho chi minh,1590000000
3.75,20.0,3,3,vung tau,ba ria-vung tau,7200000000
7.5,10.0,4,3,thanh xuan,ha noi,4200000000
5.0,15.0,1,1,quan 3,tp ho chi minh,940000000
15.0,5.0,5,5,dong da,ha noi,30500000000
5.0,15.0,2,2,quan 7,tp ho chi minh,7000000000
6.0,12.5,12,3,quan 3,tp ho chi minh,15000000000
5.0,15.0,4,5,bac ninh,bac ninh,4000000000
5.0,15.0,3,3,quan 7,tp ho chi minh,5100000000
5.0,15.0,2,1,vinh,nghe an,5900000000
5.0,15.0,4,4,tu son,bac ninh,2650000000
5.0,15.0,2,1,quan 12,tp ho chi minh,690000000
7.5,10.0,3,3,thanh xuan,ha noi,12800000000
5.0,15.0,4,5,nha be,tp ho chi minh,5900000000
5.0,15.0,5,6,tan binh,tp ho chi minh,10400000000
5.0,15.0,4,3,nam dinh,nam dinh,3800000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1180000000
5.0,15.0,2,2,quan 7,tp ho chi minh,2327000000
5.0,15.0,3,2,quan 7,tp ho chi minh,1570000000
5.0,15.0,4,3,quan 7,tp ho chi minh,15800000000
5.0,15.0,2,2,go vap,tp ho chi minh,4000000000
5.0,15.0,2,1,quan 7,tp ho chi minh,1900000000
5.0,15.0,3,2,quan 7,tp ho chi minh,1849000000
6.0,12.5,10,3,quan 3,tp ho chi minh,11500000000
5.0,15.0,4,4,quan 7,tp ho chi minh,18000000000
5.0,15.0,3,3,quan 7,tp ho chi minh,1030000000
5.0,15.0,2,3,quan 7,tp ho chi minh,1950000000
5.0,15.0,2,2,binh thanh,tp ho chi minh,1500000000
5.0,15.0,2,1,tan phu,tp ho chi minh,6350000000
6.0,12.5,5,6,quan 3,tp ho chi minh,20000000000
5.0,15.0,11,3,phu nhuan,tp ho chi minh,16900000000
5.0,15.0,6,7,quan 7,tp ho chi minh,14200000000
5.0,15.0,4,4,quan 12,tp ho chi minh,1250000000
5.0,15.0,2,3,quan 7,tp ho chi minh,1040000000
5.0,15.0,2,1,thu duc,tp ho chi minh,1650000000
5.0,15.0,2,2,quan 7,tp ho chi minh,3950000000
5.0,15.0,4,5,quan 12,tp ho chi minh,5300000000
5.0,15.0,3,3,quan 6,tp ho chi minh,1450000000
5.0,15.0,3,3,binh thanh,tp ho chi minh,1180000000
5.0,15.0,2,2,quan 7,tp ho chi minh,740000000
5.0,15.0,2,2,binh thanh,tp ho chi minh,2100000000
5.0,15.0,3,2,quan 7,tp ho chi minh,2900000000
5.0,15.0,3,2,quan 7,tp ho chi minh,6800000000
5.0,15.0,4,4,tu son,bac ninh,2950000000
4.1,18.3,3,3,thu duc,tp ho chi minh,5100000000
4.15,18.0,1,3,dong anh,ha noi,3850000000
5.0,15.0,3,3,tan binh,tp ho chi minh,8800000000
5.0,15.0,2,3,quan 7,tp ho chi minh,1150000000
5.0,15.0,3,4,nha trang,khanh hoa,4550000000
5.0,15.0,2,2,quan 5,tp ho chi minh,930000000
3.0,25.0,3,3,long khanh,dong nai,7500000000
5.0,15.0,3,3,binh tan,tp ho chi minh,5000000000
5.0,15.0,3,2,di an,binh duong,2750000000
5.0,15.0,3,3,tu son,bac ninh,2950000000
5.0,15.0,2,2,quan 1,tp ho chi minh,3900000000
5.0,15.0,3,3,quan 3,tp ho chi minh,22000000000
5.0,15.0,3,3,tan binh,tp ho chi minh,10800000000
4.71,16.0,3,2,thanh khe,da nang,3200000000
5.0,15.0,5,6,tien du,bac ninh,2650000000
5.0,15.0,4,4,long bien,ha noi,6600000000
5.0,15.0,4,4,quan 4,tp ho chi minh,7000000000
5.0,15.0,2,1,quan 7,tp ho chi minh,1205000000
5.0,15.0,3,3,dien ban,quang nam,937000000
5.0,15.0,3,3,thu duc,tp ho chi minh,1400000000
5.0,15.0,4,4,di an,binh duong,2600000000
5.0,15.0,3,3,quan 3,tp ho chi minh,2900000000
5.0,15.0,2,2,binh tan,tp ho chi minh,5500000000
5.0,15.0,3,2,thu duc,tp ho chi minh,1110000000
5.0,15.0,2,3,quan 11,tp ho chi minh,1180000000
5.0,15.0,6,7,quan 12,tp ho chi minh,4200000000
5.0,15.0,4,4,quan 7,tp ho chi minh,55000000000
4.0,18.75,3,4,cai rang,can tho,2800000000
5.0,15.0,3,3,quan 7,tp ho chi minh,2650000000
5.0,15.0,2,2,quan 7,tp ho chi minh,845000000
5.0,15.0,3,3,go vap,tp ho chi minh,1450000000
6.8,11.0,3,3,long bien,ha noi,1980000000
5.0,15.0,2,2,binh thanh,tp ho chi minh,890000000
5.0,15.0,4,5,quan 7,tp ho chi minh,7900000000
5.0,15.0,3,3,quan 3,tp ho chi minh,5100000000
5.0,15.0,3,3,hue,thua thien-hue,1580000000
5.0,15.0,5,6,tien du,bac ninh,2400000000
5.0,15.0,6,6,quan 7,tp ho chi minh,6050000000
5.0,15.0,4,3,tan phu,tp ho chi minh,2150000000
6.0,12.5,6,6,quan 3,tp ho chi minh,14200000000
5.0,15.0,4,4,quan 7,tp ho chi minh,5000000000
5.0,15.0,3,2,vinh cuu,dong nai,830000000
5.0,15.0,4,4,quan 7,tp ho chi minh,3950000000
5.0,15.0,4,5,thanh thuy,phu tho,3500000000
4.7,16.0,5,5,phu nhuan,tp ho chi minh,10300000000
5.0,15.0,3,2,quan 5,tp ho chi minh,1350000000
6.0,12.5,1,1,quan 3,tp ho chi minh,14000000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1500000000
5.0,15.0,5,4,bac ninh,bac ninh,3000000000
5.0,15.0,2,1,cam le,da nang,2080000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1250000000
5.8,13.0,2,2,vung tau,ba ria-vung tau,3000000000
5.0,15.0,3,3,ha dong,ha noi,7500000000
5.0,15.0,3,2,binh chanh,tp ho chi minh,795000000
5.0,15.0,4,4,quan 7,tp ho chi minh,9000000000
5.0,15.0,3,3,quan 7,tp ho chi minh,6700000000
5.0,15.0,1,1,quan 7,tp ho chi minh,2350000000
5.0,15.0,4,4,thu duc,tp ho chi minh,6500000000
5.0,15.0,4,3,go vap,tp ho chi minh,6000000000
5.0,15.0,3,4,ha dong,ha noi,10500000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1450000000
6.0,12.5,3,3,quan 3,tp ho chi minh,4800000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1780000000
5.0,15.0,1,1,binh thanh,tp ho chi minh,1450000000
5.0,15.0,4,3,binh thanh,tp ho chi minh,6800000000
5.0,15.0,4,5,quan 7,tp ho chi minh,6100000000
4.7,16.0,4,5,thu duc,tp ho chi minh,4850000000
5.0,15.0,1,3,quan 7,tp ho chi minh,8500000000
5.0,15.0,2,2,quan 7,tp ho chi minh,2497000000
5.0,15.0,4,3,quan 7,tp ho chi minh,7800000000
5.0,15.0,3,3,tan binh,tp ho chi minh,8200000000
5.0,15.0,6,7,tan binh,tp ho chi minh,5000000000
5.0,15.0,3,3,quan 7,tp ho chi minh,1130000000
5.0,15.0,6,6,ba dinh,ha noi,15000000000
5.0,15.0,4,3,binh chanh,tp ho chi minh,2100000000
5.0,15.0,3,3,quan 10,tp ho chi minh,7200000000
5.0,15.0,2,2,duc hoa,long an,690000000
15.0,5.0,3,2,long bien,ha noi,4200000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1900000000
5.0,15.0,2,2,nha trang,khanh hoa,15500000000
5.0,15.0,4,3,binh chanh,tp ho chi minh,1800000000
5.0,15.0,4,3,thu duc,tp ho chi minh,6300000000
5.0,15.0,2,2,thu duc,tp ho chi minh,1300000000
5.0,15.0,4,3,quan 1,tp ho chi minh,9500000000
5.0,15.0,8,8,quan 7,tp ho chi minh,9200000000
5.0,15.0,2,2,tan binh,tp ho chi minh,3090000000
5.0,15.0,4,3,duc hoa,long an,1700000000
5.0,15.0,3,3,duc hoa,long an,850000000
5.0,15.0,4,5,hong bang,hai phong,6000000000
5.0,15.0,6,3,binh tan,tp ho chi minh,3700000000
5.0,15.0,6,7,cau giay,ha noi,8000000000
5.0,15.0,4,4,cau giay,ha noi,5600000000
5.0,15.0,6,5,quan 7,tp ho chi minh,6680000000
5.0,15.0,4,3,bac ninh,bac ninh,4400000000
5.0,15.0,3,2,quan 10,tp ho chi minh,1250000000
5.0,15.0,3,3,quan 7,tp ho chi minh,1200000000
5.0,15.0,4,5,quan 12,tp ho chi minh,4300000000
5.0,15.0,2,3,thu duc,tp ho chi minh,1150000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1920000000
5.0,15.0,3,2,binh chanh,tp ho chi minh,1100000000
5.0,15.0,4,3,binh chanh,tp ho chi minh,2200000000
5.0,15.0,3,3,go vap,tp ho chi minh,900000000
5.0,15.0,3,3,quan 3,tp ho chi minh,3000000000
5.0,15.0,3,3,quan 7,tp ho chi minh,4500000000
5.0,15.0,4,4,di an,binh duong,3350000000
6.0,12.5,2,2,quan 3,tp ho chi minh,4800000000
5.0,15.0,3,3,tan binh,tp ho chi minh,8750000000
5.0,15.0,2,2,binh thanh,tp ho chi minh,980000000
5.0,15.0,3,3,duc hoa,long an,4500000000
5.0,15.0,5,3,tan binh,tp ho chi minh,10400000000
5.0,15.0,6,2,binh tan,tp ho chi minh,6500000000
5.0,15.0,4,5,binh thanh,tp ho chi minh,7000000000
5.0,15.0,2,1,nam dinh,nam dinh,570000000
5.0,15.0,4,3,quan 7,tp ho chi minh,8499000000
5.0,15.0,3,3,bau bang,binh duong,1690000000
6.0,12.5,3,4,quan 3,tp ho chi minh,6600000000
6.0,12.5,7,4,quan 3,tp ho chi minh,13000000000
5.0,15.0,3,2,bac ninh,bac ninh,2900000000
5.0,15.0,3,3,tan phu,tp ho chi minh,4000000000
5.0,15.0,3,3,tan phu,tp ho chi minh,3800000000
4.7,16.0,3,3,tan binh,tp ho chi minh,20000000000
5.0,15.0,3,2,binh thanh,tp ho chi minh,1350000000
4.0,18.75,3,4,cai rang,can tho,840000000
5.0,15.0,3,3,duc hoa,long an,1700000000
5.0,15.0,4,5,bac ninh,bac ninh,3200000000
5.0,15.0,2,1,quan 7,tp ho chi minh,930000000
5.0,15.0,5,5,tan binh,tp ho chi minh,12490000000
5.0,15.0,3,3,duc hoa,long an,3200000000
4.71,16.0,2,3,thanh khe,da nang,3150000000
5.0,15.0,4,3,quan 7,tp ho chi minh,12500000000
5.0,15.0,4,4,quan 7,tp ho chi minh,9500000000
5.0,15.0,3,3,di an,binh duong,6200000000
5.0,15.0,17,3,quan 7,tp ho chi minh,23000000000
5.0,15.0,4,4,bac tu liem,ha noi,5300000000
6.0,12.5,6,6,quan 3,tp ho chi minh,13700000000
5.0,15.0,11,3,nam tu liem,ha noi,5000000000
5.0,15.0,5,5,quan 7,tp ho chi minh,6900000000
5.0,15.0,3,3,duc hoa,long an,2000000000
5.0,15.0,3,3,quan 7,tp ho chi minh,980000000
4.71,16.0,2,2,thanh khe,da nang,1990000000
4.4,17.0,3,3,tay ho,ha noi,3900000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1320000000
5.0,15.0,4,6,ha dong,ha noi,8000000000
5.0,15.0,2,1,quan 3,tp ho chi minh,965000000
5.0,15.0,6,6,tu son,bac ninh,2450000000
6.0,12.5,6,5,cau giay,ha noi,9500000000
7.5,10.0,8,8,cau giay,ha noi,28000000000
5.0,15.0,2,2,quan 7,tp ho chi minh,3120000000
4.4,17.0,4,5,tan binh,tp ho chi minh,14700000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1520000000
5.0,15.0,3,3,thu duc,tp ho chi minh,790000000
5.0,15.0,3,2,quan 7,tp ho chi minh,1690000000
6.84,11.0,4,2,long bien,ha noi,3700000000
5.0,15.0,6,7,cau giay,ha noi,15800000000
5.0,15.0,1,1,phu ly,ha nam,1700000000
5.0,15.0,8,8,quan 7,tp ho chi minh,28500000000
5.0,15.0,3,3,bac ninh,bac ninh,3200000000
5.0,15.0,4,5,quan 7,tp ho chi minh,5850000000
4.15,18.0,3,4,thu duc,tp ho chi minh,5700000000
7.5,10.0,4,3,dong da,ha noi,2990000000
5.0,15.0,5,5,binh thanh,tp ho chi minh,10800000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1762000000
5.0,15.0,3,3,tan phu,tp ho chi minh,9000000000
5.0,15.0,3,2,quan 1,tp ho chi minh,3000000000
4.15,18.0,3,4,thu duc,tp ho chi minh,1790000000
5.0,15.0,6,6,quan 7,tp ho chi minh,41790000000
4.71,16.0,2,2,thanh khe,da nang,1780000000
5.0,15.0,2,1,da lat,lam dong,3100000000
5.0,15.0,4,4,tien du,bac ninh,2650000000
5.0,15.0,2,2,thu duc,tp ho chi minh,1100000000
5.0,15.0,2,3,quan 7,tp ho chi minh,9900000000
5.0,15.0,3,3,duc hoa,long an,750000000
7.5,10.0,5,5,dong da,ha noi,7500000000
5.0,15.0,3,2,quan 7,tp ho chi minh,3125000000
5.0,15.0,4,4,bac ninh,bac ninh,3200000000
5.0,15.0,4,3,quan 7,tp ho chi minh,2350000000
5.0,15.0,3,3,binh chanh,tp ho chi minh,1500000000
5.0,15.0,6,7,binh thanh,tp ho chi minh,3600000000
5.0,15.0,3,3,tan phu,tp ho chi minh,2300000000
5.0,15.0,6,6,ha dong,ha noi,7700000000
5.0,15.0,3,4,hoc mon,tp ho chi minh,1500000000
5.0,15.0,6,3,quan 7,tp ho chi minh,6500000000
7.5,10.0,7,6,nam tu liem,ha noi,21000000000
5.0,15.0,2,2,binh thanh,tp ho chi minh,960000000
5.0,15.0,3,3,binh tan,tp ho chi minh,1800000000
5.0,15.0,2,3,quan 7,tp ho chi minh,5200000000
5.0,15.0,3,3,go vap,tp ho chi minh,4900000000
6.0,12.5,8,8,quan 3,tp ho chi minh,19000000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1970000000
5.0,15.0,3,5,tan binh,tp ho chi minh,14200000000
4.71,16.0,1,1,thanh khe,da nang,3900000000
5.0,15.0,1,1,thu duc,tp ho chi minh,1230000000
5.0,15.0,4,5,quan 7,tp ho chi minh,6300000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1050000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1280000000
4.71,16.0,3,2,thanh khe,da nang,4200000000
4.0,18.8,5,5,dong da,ha noi,5990000000
4.3,17.5,3,3,tay ho,ha noi,24000000000
5.0,15.0,2,1,quan 7,tp ho chi minh,1938000000
5.0,15.0,2,1,quan 7,tp ho chi minh,980000000
5.0,15.0,3,3,phan thiet,binh thuan,3000000000
5.0,15.0,4,3,le chan,hai phong,7000000000
5.0,15.0,1,2,quan 7,tp ho chi minh,2500000000
5.0,15.0,6,6,tay ho,ha noi,7600000000
6.5,11.5,8,3,cau giay,ha noi,21000000000
5.0,15.0,9,9,phu nhuan,tp ho chi minh,18000000000
5.0,15.0,4,4,quan 7,tp ho chi minh,6000000000
5.0,15.0,3,4,vung tau,ba ria-vung tau,4900000000
4.4,17.0,9,3,quan 1,tp ho chi minh,31000000000
5.0,15.0,7,4,quan 7,tp ho chi minh,5600000000
5.0,15.0,4,3,quan 7,tp ho chi minh,57000000000
5.0,15.0,4,3,quan 7,tp ho chi minh,9900000000
5.0,15.0,3,3,duc hoa,long an,1500000000
5.0,15.0,4,3,nam dinh,nam dinh,2350000000
5.0,15.0,5,5,nha trang,khanh hoa,6000000000
5.0,15.0,4,5,quan 7,tp ho chi minh,6200000000
5.0,15.0,2,1,thu duc,tp ho chi minh,1100000000
5.0,15.0,5,5,quan 11,tp ho chi minh,9000000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1000000000
5.0,15.0,4,4,quan 7,tp ho chi minh,5000000000
5.0,15.0,3,3,quan 7,tp ho chi minh,1950000000
5.0,15.0,2,3,quan 7,tp ho chi minh,1250000000
5.0,15.0,4,4,tan binh,tp ho chi minh,9800000000
5.0,15.0,5,6,tu son,bac ninh,2400000000
5.0,15.0,3,3,quan 7,tp ho chi minh,8700000000
5.0,15.0,3,3,thanh xuan,ha noi,5700000000
5.0,15.0,3,3,tu son,bac ninh,2060000000
5.0,15.0,2,2,binh thanh,tp ho chi minh,930000000
5.0,15.0,3,3,duc hoa,long an,1800000000
7.5,10.0,3,3,hoang mai,ha noi,6850000000
5.0,15.0,2,3,quan 7,tp ho chi minh,1140000000
5.0,15.0,3,2,hoc mon,tp ho chi minh,1050000000
5.0,15.0,3,3,tu son,bac ninh,2100000000
4.71,16.0,2,1,thanh khe,da nang,1550000000
6.0,12.5,6,6,quan 3,tp ho chi minh,10500000000
5.0,15.0,2,3,quan 7,tp ho chi minh,1180000000
5.0,15.0,4,3,duc hoa,long an,2300000000
5.0,15.0,3,3,hoc mon,tp ho chi minh,2700000000
5.0,15.0,1,1,quan 7,tp ho chi minh,1150000000
5.0,15.0,6,4,phu nhuan,tp ho chi minh,11700000000
5.0,15.0,5,5,phu nhuan,tp ho chi minh,7800000000
6.0,12.5,5,5,nam tu liem,ha noi,6700000000
4.7,16.0,3,3,nha trang,khanh hoa,9600000000
5.0,15.0,3,3,nam tu liem,ha noi,6500000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1310000000
5.0,15.0,5,6,quan 6,tp ho chi minh,15000000000
5.0,15.0,2,2,quan 12,tp ho chi minh,1500000000
5.0,15.0,4,4,quan 7,tp ho chi minh,5200000000
5.0,15.0,4,5,quan 12,tp ho chi minh,6000000000
5.0,15.0,3,3,ben luc,long an,2600000000
5.0,15.0,2,3,binh thanh,tp ho chi minh,980000000
5.0,15.0,8,4,quan 7,tp ho chi minh,13500000000
5.0,15.0,3,3,duc hoa,long an,2100000000
5.0,15.0,4,3,quan 7,tp ho chi minh,12000000000
5.0,15.0,4,4,nha be,tp ho chi minh,5800000000
4.4,17.0,3,3,tan binh,tp ho chi minh,9200000000
5.0,15.0,4,4,thu duc,tp ho chi minh,2900000000
5.0,15.0,3,2,quan 7,tp ho chi minh,6750000000
5.0,15.0,4,3,quan 7,tp ho chi minh,1720000000
5.0,15.0,4,5,quan 7,tp ho chi minh,9450000000
5.0,15.0,4,4,tu son,bac ninh,3100000000
5.0,15.0,6,6,binh tan,tp ho chi minh,3700000000
5.0,15.0,3,3,duc hoa,long an,2850000000
6.0,12.5,7,8,nam tu liem,ha noi,17000000000
5.0,15.0,2,2,quan 7,tp ho chi minh,5800000000
4.71,16.0,5,4,thanh khe,da nang,4500000000
5.0,15.0,3,3,di an,binh duong,1100000000
5.0,15.0,4,5,bac ninh,bac ninh,3300000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1380000000
5.0,15.0,12,3,hoc mon,tp ho chi minh,1100000000
5.0,15.0,2,1,tan binh,tp ho chi minh,5920000000
5.0,15.0,3,3,ha dong,ha noi,8500000000
5.0,15.0,3,3,tan phu,tp ho chi minh,7500000000
5.0,15.0,4,3,quan 7,tp ho chi minh,6700000000
5.0,15.0,2,3,quan 7,tp ho chi minh,1245000000
5.0,15.0,4,4,quan 7,tp ho chi minh,5800000000
5.0,15.0,3,3,tan binh,tp ho chi minh,5800000000
5.0,15.0,2,1,quan 3,tp ho chi minh,890000000
5.0,15.0,3,3,binh chanh,tp ho chi minh,1700000000
5.0,15.0,3,4,vung tau,ba ria-vung tau,5800000000
5.0,15.0,3,2,quan 7,tp ho chi minh,1650000000
5.0,15.0,4,5,ben luc,long an,27000000000
5.0,15.0,3,3,nhon trach,dong nai,3000000000
5.0,15.0,3,2,quan 7,tp ho chi minh,1680000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1400000000
5.0,15.0,3,2,quan 7,tp ho chi minh,3800000000
5.0,15.0,3,3,duc hoa,long an,2950000000
5.0,15.0,6,7,cau giay,ha noi,35500000000
5.0,15.0,5,5,quan 7,tp ho chi minh,11500000000
5.0,15.0,4,5,quan 7,tp ho chi minh,7450000000
5.0,15.0,2,2,quan 7,tp ho chi minh,1350000000
5.0,15.0,6,7,tan binh,tp ho chi minh,14500000000
5.0,15.0,5,6,tan binh,tp ho chi minh,10800000000
5.0,15.0,3,3,tan binh,tp ho chi minh,8300000000
5.0,15.0,5,3,thuy nguyen,hai phong,3200000000
5.0,15.0,4,4,long bien,ha noi,5900000000
5.0,15.0,6,3,hai ba trung,ha noi,14000000000
5.0,15.0,2,2,binh chanh,tp ho chi minh,1900000000
5.0,15.0,3,2,quan 7,tp ho chi minh,2780000000
5.0,15.0,5,5,quan 7,tp ho chi minh,13800000000
5.0,15.0,3,3,hoc mon,tp ho chi minh,1600000000
4.71,16.0,2,2,thanh khe,da nang,4300000000
5.0,15.0,6,6,phu nhuan,tp ho chi minh,7000000000
5.0,15.0,2,2,quan 12,tp ho chi minh,1200000000
7.5,10.0,3,3,cau giay,ha noi,18500000000
5.0,15.0,3,3,quan 7,tp ho chi minh,6500000000
5.0,15.0,13,3,go vap,tp ho chi minh,8600000000
4.71,16.0,4,4,thanh khe,da nang,5900000000
5.0,15.0,4,6,long bien,ha noi,7000000000
5.0,15.0,3,2,binh thanh,tp ho chi minh,1400000000
5.0,15.0,3,3,tan binh,tp ho chi minh,8000000000
5.0,15.0,4,4,quan 7,tp ho chi minh,1640000000
5.0,15.0,3,3,gia lam,ha noi,7250000000
5.0,15.0,2,3,quan 7,tp ho chi minh,1130000000
5.0,15.0,2,2,quan 7,tp ho chi minh,970000000
5.0,15.0,2,3,quan 7,tp ho chi minh,3000000000
27.8,16.0,3,4,da lat,lam dong,14000000000
4.2,10.0,4,3,cau giay,ha noi,3900000000
3.8,11.0,4,4,long bien,ha noi,6000000000
3.0,14.0,3,3,quan 1,tp ho chi minh,3590000000
3.2,13.0,4,3,nha be,tp ho chi minh,2300000000
3.0,14.0,3,3,quan 1,tp ho chi minh,5200000000
4.2,10.0,5,5,dong da,ha noi,10600000000
4.0,10.5,2,2,binh thanh,tp ho chi minh,1300000000
6.5,6.5,1,1,ba dinh,ha noi,2500000000
7.0,6.0,4,3,vung tau,ba ria-vung tau,4700000000
4.2,10.0,6,6,dong da,ha noi,13500000000
4.2,10.0,4,3,ba dinh,ha noi,43000000000
